ghg,unit,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2159,2160,2161,2162,2163,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,2179,2180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192,2193,2194,2195,2196,2197,2198,2199,2200,2201,2202,2203,2204,2205,2206,2207,2208,2209,2210,2211,2212,2213,2214,2215,2216,2217,2218,2219,2220,2221,2222,2223,2224,2225,2226,2227,2228,2229,2230,2231,2232,2233,2234,2235,2236,2237,2238,2239,2240,2241,2242,2243,2244,2245,2246,2247,2248,2249,2250,2251,2252,2253,2254,2255,2256,2257,2258,2259,2260,2261,2262,2263,2264,2265,2266,2267,2268,2269,2270,2271,2272,2273,2274,2275,2276,2277,2278,2279,2280,2281,2282,2283,2284,2285,2286,2287,2288,2289,2290,2291,2292,2293,2294,2295,2296,2297,2298,2299,2300,2301,2302,2303,2304,2305,2306,2307,2308,2309,2310,2311,2312,2313,2314,2315,2316,2317,2318,2319,2320,2321,2322,2323,2324,2325,2326,2327,2328,2329,2330,2331,2332,2333,2334,2335,2336,2337,2338,2339,2340,2341,2342,2343,2344,2345,2346,2347,2348,2349,2350,2351,2352,2353,2354,2355,2356,2357,2358,2359,2360,2361,2362,2363,2364,2365,2366,2367,2368,2369,2370,2371,2372,2373,2374,2375,2376,2377,2378,2379,2380,2381,2382,2383,2384,2385,2386,2387,2388,2389,2390,2391,2392,2393,2394,2395,2396,2397,2398,2399,2400,2401,2402,2403,2404,2405,2406,2407,2408,2409,2410,2411,2412,2413,2414,2415,2416,2417,2418,2419,2420,2421,2422,2423,2424,2425,2426,2427,2428,2429,2430,2431,2432,2433,2434,2435,2436,2437,2438,2439,2440,2441,2442,2443,2444,2445,2446,2447,2448,2449,2450,2451,2452,2453,2454,2455,2456,2457,2458,2459,2460,2461,2462,2463,2464,2465,2466,2467,2468,2469,2470,2471,2472,2473,2474,2475,2476,2477,2478,2479,2480,2481,2482,2483,2484,2485,2486,2487,2488,2489,2490,2491,2492,2493,2494,2495,2496,2497,2498,2499,2500
ccl4,tCCl4 / yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20774330600267174,853.6275952313865,1396.7903652705318,2131.4611435416314,2888.7549888241683,3670.3126548247747,4476.644576759027,5308.244579195945,6165.616424815846,7049.281971018247,7959.772560952263,8897.634307206557,9863.431630539697,10857.73433077327,11881.135926137504,12934.240868145755,14017.657179408185,15132.019918476482,16277.971628762036,17456.17501139124,18667.29727586237,19912.025254247328,21191.060650092077,22505.104698641415,23854.899441584006,25241.187920453423,26664.713526241638,28126.23970685252,29626.56380630737,31166.47096391333,32746.785675105337,34368.33505057814,36031.93152403778,37738.44186828935,39488.73347046679,41283.67423760008,43124.17188836447,45011.14977080651,46945.46417918936,48928.10237453081,50960.044222973534,53042.20020514616,55175.54899117712,57361.08163281831,59599.80429327957,61892.73547692058,64240.962815424,66645.45578971042,69107.29946173367,71627.54508204013,74207.30324924715,76847.76053593497,79549.84266107497,82313.52425502428,85345.39206831134,87693.8271574733,90926.14679447668,96008.61104008384,101122.06622462759,106206.80092303603,111256.82535280309,116134.40945339137,120405.40944137581,124329.84469336538,127212.86277146342,127944.12827700515,127637.0462990497,127322.36876686398,126994.01189559851,126725.85666173346,126452.94201404003,126106.06509274131,125754.47037883523,125541.30129268809,125405.91794287032,125141.38097440734,124828.52242844351,122285.05019629323,121273.4631696539,125867.53742793991,126221.68842304636,121316.51676103722,120342.10779004151,122897.64132264606,125686.75763287829,130007.99917841348,131640.74257131474,128098.36696468986,127097.28862179443,121012.47450596659,103222.60627998602,88393.40258042136,80631.18514156491,75436.6315396968,72764.14377909449,69327.78406270138,66177.22026741023,64949.64735227315,62442.97314244215,60469.08868266132,61154.93339916316,61135.16051028322,60344.734051279556,60351.87907500744,59495.0145057185,56603.163040662635,53491.14118939862,50744.28644583511,48398.64318419603,48259.50935612336,48100.843790009676,47518.715439064064,47748.10316953272,47116.388960087825,44947.93803725042,43266.80773236928,44788.44465290754,47418.22633977087,46523.66196591064,44590.97293680966,45674.44297532983,45316.40114045294,42773.343696166274,40297.30841776712,37507.899087219164,34970.59468917428,32456.072748009537,30041.195560361586,27591.94199306125,25100.321182422802,23540.679165010217,23662.15085705868,24613.811336994797,25645.094446025323,26622.458514801583,27609.31923332551,28749.158685300277,29974.413939725982,31218.108892865504,32408.517122145113,33612.065815511065,34968.91841421419,36485.634433509105,37956.17479010006,39374.82685712287,40951.90533887724,42623.347422418425,44318.779406092806,46110.64308075541,47931.28464097561,49853.35365481167,51367.28428414336,51850.312775110346,51851.95053191414,51809.97896228317,51786.94343097321,51856.128730483404,51878.56612255041,51850.70620181917,51841.497605504344,51850.54296096383,51878.310586601714,51855.170227969546,51776.69343593955,51781.44795365209,51873.451821113515,51914.14012578559,51899.986375868364,51900.40553938991,51844.891514870294,51799.113570169386,51836.42505115401,51817.38141254878,51808.06316865857,51881.84734882187,51899.76881105365,51858.27829394707,51826.32349539828,51803.48142646263,51789.27554733651,51853.814171441205,51931.89632984181,51880.53888454101,51834.770506954505,51867.54481747725,51839.40711944699,51816.43753730703,51872.01260213877,51867.154110768905,51797.83384989569,51802.62979915102,51885.56041833657,51908.060368609506,51866.59058626661,51830.0991837316,51798.163199592884,51770.30586104894,51816.62887902738,51871.68624274408,51829.24793248425,51792.12136848583,51792.348215346996,51792.35164568565,51792.34938506497,51792.34698368183,51792.344652747,51792.34239791231,51792.34021698672,51792.33810755938,51792.33606728872,51792.33409390432,51792.33218521618,51792.33033910319,51792.328553510844,51792.32682645892,51792.325156025734,51792.32354035627,51792.32197765429,51792.32046618352,51792.319004265635,51792.31759027442,51792.3162226397,51792.31489984131,51792.31362040934,51792.31238292154,51792.3111860037,51792.31002832699,51792.3089086013,51792.30782558596,51792.306778075144,51792.30576490616,51792.304784953165,51792.30383712652,51792.30292037421,51792.302033675136,51792.30117604701,51792.30034653342,51792.29954421569,51792.29876820255,51792.298017626745,51792.29729166034,51792.29658949296,51792.2959103455,51792.29525346395,51792.29461811583,51792.294003597446,51792.29340922781,51792.29283434154,51792.29227830189,51792.291740490975,51792.29122031471,51792.29071718868,51792.290230558356,51792.289759883686,51792.289304635415,51792.28886431408,51792.2884384283,51792.28802650505,51792.2876280869,51792.28724272713,51792.286870004216,51792.28650949949,51792.2861608132,51792.28582355941,51792.28549736095,51792.28518185688,51792.28487669673,51792.28458153953,51792.284296060636,51792.284019938415,51792.28375287245,51792.28349455732,51792.28324471418,51792.28300306025,51792.282769328776,51792.28254326066,51792.28232460476,51792.28211311327,51792.281908560406,51792.28171071047,51792.28151934748,51792.2813342575,51792.28115523783,51792.280982083495,51792.28081460964,51792.28065262442,51792.28049594882,51792.280344410865,51792.280197840264,51792.28005607567,51792.279918957945,51792.27978633665,51792.27965806025,51792.27953399247,51792.27941399153,51792.2792979228,51792.27918566125,51792.279077078914,51792.278972057036,51792.27887047807,51792.27877222975,51792.27867720018,51792.27858528738,51792.27849638872,51792.278410404506,51792.27832723904,51792.27824679773,51792.278168997145,51792.27809374434,51792.27802096008,51792.27795056116,51792.27788247055,51792.27781661246,51792.277752913564,51792.277691302625,51792.277631711266,51792.277574075226,51792.27751832601,51792.277464406456,51792.27741225423,51792.277361810404,51792.277313022416,51792.277265831915,51792.27722019089,51792.27717604301,51792.27713334602,51792.27709204665,51792.277052100035,51792.27701346649,51792.276976096684,51792.27693995264,51792.276904994054,51792.27687118137,51792.27683847744,51792.27680684536,51792.276776250685,51792.276746656906,51792.2767180362,51792.27669035212,51792.27666357719,51792.276637679046,51792.27661262903,51792.27658840054,51792.27656496776,51792.276542302636,51792.27652038122,51792.2764991753,51792.27647866862,51792.276458831606,51792.27643964635,51792.27642108988,51792.27640313975,51792.2763857819,51792.27636898889,51792.27635274951,51792.27633704193,51792.2763218481,51792.27630715349,51792.27629293939,51792.27627919283,51792.27626589687,51792.27625303558,51792.27624059758,51792.27622856478,51792.27621692811,51792.27620567363,51792.27619478692,51792.276184257295,51792.27617407392,51792.27616422327,51792.27615469628,51792.27614548123,51792.27613656735,51792.27612794671,51792.27611960905,51792.27611154349,51792.27610374501,51792.27609619866,51792.276088901424,51792.27608184337,51792.27607501746,51792.2760684144,51792.276062028184,51792.27605585006,51792.27604987544,51792.27604409868,51792.27603850788,51792.276033102375,51792.276027874126,51792.27602281598,51792.27601792512,51792.27601319298,51792.2760086178,51792.27600419133,51792.27599991054,51792.275995771124,51792.275991763636,51792.275987892914,51792.27598414482,51792.27598052122,51792.27597701546,51792.27597362706,51792.275970347466,51792.27596717577,51792.27596410945,51792.275961141255,51792.2759582713,51792.275955496894,51792.27595281194,51792.275950216,51792.27594770457,51792.275945274145,51792.275942926746,51792.275940653606,51792.27593845529,51792.275936330014,51792.27593427235,51792.27593228478,51792.27593036252,51792.275928499126,51792.275926701535,51792.27592496043,51792.27592327774,51792.27592164867,51792.27592007379,51792.275918550906,51792.27591707817,51792.275915653096,51792.27591427353,51792.27591294089,51792.27591165172,51792.27591040453,51792.27590919886,51792.27590803138,51792.275906903924,51792.27590581165,51792.27590475572,51792.275903734684,51792.27590274787,51792.275901792396,51792.27590086939,51792.275899972774,51792.275899111824,51792.2758982745,51792.27589746601,51792.27589668309,51792.27589592812,51792.27589519592,51792.275894488455,51792.275893803955,51792.27589314283,51792.27589250098,51792.27589188103,51792.27589128455,51792.27589070369,51792.275890142715,51792.275889602504,51792.27588907678,51792.27588857124,51792.275888078846,51792.27588760572,51792.27588714736,51792.27588670276,51792.27588627262,51792.27588585855,51792.2758854581,51792.2758850686,51792.27588469295,51792.275884330025,51792.27588397901,51792.2758836386,51792.2758833095,51792.275882990994,51792.27588268432,51792.27588238725,51792.27588209819,51792.275881821915,51792.27588155047,51792.27588129232,51792.275881039954,51792.27588079621,51792.275880559064,51792.2758803337,51792.275880111934,51792.27587990008,51792.275879693014,51792.27587949254,51792.275879301895,51792.275879113084,51792.2758789338,51792.27587876002,51792.27587859087,51792.27587842747,51792.27587826971,51792.27587811599,51792.27587796853,51792.275877826054,51792.275877688335,51792.27587755442,51792.27587742584,51792.275877299195,51792.27587717957,51792.27587706148,51792.27587694941,51792.27587683781,51792.27587673469,51792.2758766309,51792.27587653231,51792.27587643692,51792.275876344276,51792.27587625426,51792.27587616661,51792.275876084124,51792.275876003274,51792.27587592371,51792.27587584985,51792.27587577514,51792.27587570322,51792.27587563577,51792.27587556927,51792.27587550496,51792.27587544374,51792.275875381994,51792.27587532423,51792.2758752696,51792.2758752142,51792.27587516148,51792.27587511095,51792.275875061554,51792.27587501455,51792.275874968574,51792.275874922074,51792.27587488164,51792.27587483934,51792.27587479738,51792.275874760846,51792.275874722145,51792.27587468548,51792.27587465109,51792.27587461591,51792.27587458396,51792.27587455133,51792.275874520674,51792.2758744906,51792.27587446206,51792.27587443368,51792.275874408704,51792.275874381245,51792.27587435594,51792.275874331375,51792.275874307226,51792.27587428495,51792.2758742635,51792.275874242034,51792.27587421985,51792.275874201114,51792.27587418271,51792.27587416159,51792.27587414481,51792.27587412735,51792.27587411087,51792.275874093786,51792.27587407775,51792.275874062194,51792.27587404876,51792.275874034,51792.27587401991,51792.27587400606,51792.275873994506,51792.27587397996,51792.27587396881,51792.27587395701,51792.275873945866,51792.27587393515,51792.2758739238,51792.275873914354,51792.27587390363,51792.275873894505,51792.275873884646,51792.27587387678,51792.2758738667,51792.27587385967,51792.2758738503,51792.27587384354,51792.27587383482,51792.27587382808,51792.27587382151,51792.27587381435,51792.275873806495,51792.275873802064,51792.27587379388,51792.27587378884,51792.27587378343,51792.27587377606,51792.275873772174,51792.275873767176,51792.27587376037,51792.27587375342,51792.27587361474,51792.27589085188,51792.2759488864
cfc11,tCFC11 / yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.999908583075214,8169.618164892997,13254.067305702642,20043.92485009957,32799.26101274576,35904.2594001559,32129.552924360585,35116.157552220866,35023.31507793969,37492.052600510215,46512.09768465497,59709.9587409008,74798.9278460744,91148.326147461,107540.15265349558,122966.78878726177,138634.7228010318,156963.51168411618,179612.12808955996,206369.9243277131,233322.44093655565,260108.22470892433,292909.7701798639,330713.585509523,355145.43980486,359365.79761259025,356391.08535205957,346896.67814629606,326553.86935929547,301862.9424392448,288602.4092103862,289183.61972095066,293454.36815906566,303256.3180570254,320406.97649303166,344446.9570035375,368077.15877307806,371204.14745514956,347041.0984528991,304897.36919849896,255145.90414935345,212683.27267582036,178539.53190162202,142727.83794801982,114298.44827345927,101963.16721928034,97383.5521665104,92613.06624909857,88365.08395373987,85609.84952735867,82954.83855584977,76965.6279678415,70772.05230614314,69231.74792194455,67549.9424190677,64706.35200004358,63624.1455940546,65144.646399771394,67853.4391387349,67287.0709368178,63465.55514641287,62373.29558222751,65622.32934810926,71747.13332681314,76347.71698229454,77220.33360766342,80817.87896283402,84037.07899859,74943.95559538537,62249.95039526142,60256.74760137995,60925.22778921677,58404.96180075997,55993.3373822983,53802.41782405459,51585.468187467966,49404.10913378708,47385.64183285938,45470.128007995736,43660.70272247559,41897.96777558573,40119.86736138354,38450.70350081469,36956.68393975873,35453.87264881994,33941.36407401444,32544.657378561475,31265.80730827029,30045.411379875466,28822.268280349825,27596.315167519762,26429.316064184204,25385.663921595726,24342.987912491266,23300.02734582125,22382.700133840764,21530.889513094426,20683.38808815452,19840.57134440808,19002.43739592171,18168.558391154544,17401.10505674327,16701.871059063487,16008.863519221864,15384.632087589533,14831.418904555654,14225.46512458261,13564.48794406249,13034.843710935646,12578.021564495088,12006.465435318289,11442.412205241044,11011.07850563461,10653.172869302261,10182.694168135024,9657.745733913041,9328.47125812272,9011.829030467798,8580.997838348285,8222.021906149994,7936.003881971054,7661.7882273667,7337.558219590392,6961.090167909114,6656.131963532225,6424.538675185179,6142.136783064996,5869.669808948656,5670.934195580044,5421.399427189453,5181.799940785034,5015.931829807603,4799.264581687243,4592.533065554168,4459.544607157046,4276.184773891987,4040.5778289363443,3876.4808493222986,3785.760922545636,3644.6723033764183,3451.7756530505835,3268.633871286459,3094.4531704145343,2991.41819513695,2962.178221184874,2820.38633346154,2624.5533158363305,2562.223806946295,2510.741483839849,2406.024616740603,2307.5877460178276,2213.39788342761,2123.0508279181367,2036.3910360440996,1953.2680626723616,1873.5375715314615,1797.0611153609452,1723.7058967066125,1653.344537415823,1585.854857480335,1521.1196629144765,1459.0265422863565,1399.4676715434282,1342.3396268167653,1287.5432048554458,1234.983250785172,1184.5684929128138,1136.2113842494837,1089.827950516335,1045.337644349107,1002.6632054498266,961.7305264490464,922.4685242400818,884.8090165579287,848.6866036116553,814.038554525944,780.8046984334458,748.9273200015213,718.3510592252819,689.0228153140366,660.8916544957381,633.9087215755751,608.0271551273665,583.202006115072,559.3901598657878,536.5502612000365,514.6426426333904,493.62925550745325,473.4736039249292,454.1406813803882,435.5969099856312,417.810082166056,400.74930474280995,384.38494529088473,368.6885806899075,353.6329477763714,339.1918960030876,325.34034204000477,312.0542262152765,299.3104707469476,287.08693966994315,275.36240040323,264.116486881077,253.32966419362359,242.98319466907313,233.05910533387348,223.5401567122009,214.4098128905531,205.65221280316695,197.25214269573902,189.19500970697342,181.46681653086765,174.05413711157993,166.94409333411372,160.12433265950824,153.583006677451,147.30875053302137,141.29066319590393,135.51828852694743,129.98159712473037,124.67096891107722,119.57717642678821,114.69136880635112,110.00505641215923,105.51009609152526,101.1986770368431,97.06330722213072,93.09680039383261,89.2922635939053,85.64308518636811,82.14292338009568,78.78569521469932,75.56556599861048,72.47693917606485,69.51444661468301,66.67293941261391,63.94748233420616,61.33343287602304,58.82870838257281,56.519137104978974,41.26242941382334,13.363615373787482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006826383965629363,0.0,0.0
